pathway	freq	mean_padj	mean_NES
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	1.0	0.1476001189652243	2.1091928840043903
GOBP_REGULATION_OF_VIRAL_PROCESS	1.0	0.14659236491203004	2.1079968073930653
GOBP_INTERFERON_GAMMA_PRODUCTION	1.0	0.14590023288110135	2.106502555562432
GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	1.0	0.14614553169944353	2.104599778028336
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	1.0	0.15001520292408468	2.099140161475805
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	1.0	0.14861071828703254	2.098662060780428
GOBP_CELL_JUNCTION_MAINTENANCE	1.0	0.14728712027754381	2.098199799857789
GOBP_TEMPERATURE_HOMEOSTASIS	1.0	0.1516172383804299	2.091866027524376
GOBP_SIGNAL_RELEASE	1.0	0.15072095295132623	2.090875369023709
GOBP_REGULATION_OF_HORMONE_SECRETION	1.0	0.15056689161134684	2.089489757737134
GOBP_INTESTINAL_ABSORPTION	1.0	0.15200044181706238	2.0862643096565043
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING	1.0	0.15644471522328926	2.079770157250718
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	1.0	0.15675463768055659	2.077643571703071
GOBP_PLASMA_MEMBRANE_FUSION	1.0	0.1596671087907587	2.0731144373048496
GOBP_MONOCYTE_ACTIVATION	1.0	0.1594201400741937	2.0718623080077787
GOBP_ASTROCYTE_DEVELOPMENT	1.0	0.16219606730186764	2.067744682536183
GOBP_REGULATION_OF_CELL_CELL_ADHESION	1.0	0.1622926833330883	2.065768928140071
GOBP_CELLULAR_HOMEOSTASIS	1.0	0.16111286718618054	2.065047655009243
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	1.0	0.16204177119522584	2.0624023206149174
GOBP_CITRATE_METABOLIC_PROCESS	1.0	0.16233380929814334	2.060628167638997
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	1.0	0.16072372497361945	2.060544105341581
GOBP_RESPONSE_TO_GROWTH_FACTOR	1.0	0.16519940943657596	2.0548570887620863
GOBP_CELLULAR_COMPONENT_MAINTENANCE	1.0	0.16431778163495792	2.0541360384752596
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY	1.0	0.16300130563160425	2.053740983359657
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	1.0	0.16237184590498974	2.052875826587308
GOBP_CHEMICAL_HOMEOSTASIS	1.0	0.16144685666687872	2.0522680580263217
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	1.0	0.16001548614675823	2.052097419585702
GOBP_EXPORT_FROM_CELL	1.0	0.1598210275613482	2.0508246686385174
GOBP_NOSE_DEVELOPMENT	1.0	0.16061169168133568	2.0483321126923832
GOBP_ASTROCYTE_DIFFERENTIATION	1.0	0.1609366648624992	2.0466279017937428
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION	1.0	0.16129059972220727	2.0446035197275765
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	1.0	0.16084727441536328	2.043416400786958
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	1.0	0.16004381452377137	2.042679216808419
GOBP_CORTISOL_METABOLIC_PROCESS	1.0	0.17052645481642717	2.0305528054749904
GOBP_AMINE_TRANSPORT	1.0	0.1690718319947955	2.030435248326839
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.0	0.17182099866606887	2.02651719866298
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.17282236223896233	2.024139153836921
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	1.0	0.17310188292591236	2.0224848796205372
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT	1.0	0.17270069319071485	2.0214453298998425
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	1.0	0.17224179069099052	2.020497484106649
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES	1.0	0.171748109159905	2.0195562028375273
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	1.0	0.18044445167076653	2.010402644543168
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	1.0	0.18231935370663566	2.007511511519322
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1.0	0.18228427745250766	2.0063279231068494
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	1.0	0.1809463858882754	2.006162147487549
GOBP_BIOLOGICAL_ADHESION	1.0	0.1803182386707101	2.00538821629192
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	1.0	0.18385078296186513	2.0008032741059965
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	1.0	0.18787978065648073	1.9962634010397826
GOBP_RESPONSE_TO_YEAST	1.0	0.1885509665137866	1.994481840369668
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.0	0.19619774418750416	1.9867053103833479
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	1.0	0.19511754734588246	1.9863589606202576
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	1.0	0.19390815521648808	1.9860999277115787
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1.0	0.196641489356452	1.9821500489352317
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	1.0	0.19545836612103817	1.9818836988502406
GOBP_URONIC_ACID_METABOLIC_PROCESS	1.0	0.1939504203488997	1.9818651813373875
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	1.0	0.19438672714425173	1.9802082170681672
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.19696654986888326	1.9769421579708777
GOBP_INFLAMMATORY_RESPONSE	1.0	0.19684204749783046	1.9756478329157057
GOBP_POSITIVE_REGULATION_OF_ION_TRANSPORT	1.0	0.19551727263486046	1.9755207196421256
GOBP_RESPONSE_TO_ACIDIC_PH	1.0	0.1979753364457594	1.9721000996566171
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	1.0	0.1997863859152651	1.9693721528311685
GOBP_HUMORAL_IMMUNE_RESPONSE	1.0	0.1994367216155735	1.9686091484945814
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	1.0	0.19975637862639561	1.9671520997724083
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	1.0	0.1996704244840343	1.966046828042667
GOBP_SINGLE_FERTILIZATION	1.0	0.2031326878734879	1.9620810365466492
GOBP_HORMONE_TRANSPORT	1.0	0.20188206197114428	1.9618236245676608
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	1.0	0.20309932839502776	1.9596388378784286
GOBP_REGULATION_OF_INTESTINAL_ABSORPTION	1.0	0.20350287376881163	1.9581726161975177
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	1.0	0.20582627354704053	1.9551332724298434
GOBP_SALIVA_SECRETION	1.0	0.20537710955485144	1.9543613901874384
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	1.0	0.204256043038301	1.954143518359264
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	1.0	0.20335247873196313	1.9538064739141778
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	1.0	0.20438423953968943	1.951849694760445
GOBP_CELL_JUNCTION_ORGANIZATION	1.0	0.2035170078390812	1.9515165694346643
GOBP_CHONDROCYTE_HYPERTROPHY	1.0	0.2023728273943735	1.951313436630682
GOBP_T_CELL_PROLIFERATION	1.0	0.20168638961843627	1.9507868795969816
GOBP_CELLULAR_RESPONSE_TO_SALT_STRESS	1.0	0.2017577719142867	1.949534338469877
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	1.0	0.20657339874148742	1.944401986645256
GOBP_TONGUE_DEVELOPMENT	1.0	0.2066679047333302	1.943325426338449
GOBP_RESPONSE_TO_STEROID_HORMONE	1.0	0.2088354887341054	1.9404944169586416
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	1.0	0.2098018265838253	1.9386996516371913
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	1.0	0.20918065859850984	1.9381384253750729
GOBP_CORTISOL_BIOSYNTHETIC_PROCESS	1.0	0.20988200438309634	1.9364687451423857
GOBP_SECRETION_BY_TISSUE	1.0	0.20896501898420644	1.9361783389496292
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM	1.0	0.20942708210256178	1.9347680497012452
GOBP_RESPONSE_TO_LIPID	1.0	0.2130539617529478	1.930687046133522
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.2141026490971195	1.9288230076675885
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	1.0	0.2231218390007978	1.9209627650147827
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1.0	0.22227198663076736	1.9205229234981276
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1.0	0.22391880122045213	1.9181437254694875
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	1.0	0.22620796059736822	1.9154786012200837
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1.0	0.22525128570917022	1.9151264562472274
GOBP_LIPID_METABOLIC_PROCESS	1.0	0.224887050505461	1.9143756023668708
GOBP_PARATHYROID_GLAND_DEVELOPMENT	1.0	0.2265884009180284	1.912288710460266
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	1.0	0.22622780862409433	1.911604818925988
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	1.0	0.2261242817864668	1.9106760791844715
GOBP_GROWTH_HORMONE_SECRETION	1.0	0.2252824004098908	1.9103031438834135
GOBP_THYROID_GLAND_DEVELOPMENT	1.0	0.22447891890072874	1.9098487511233753
GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS	1.0	0.22479188466731392	1.9087290960599808
GOBP_INTERLEUKIN_8_PRODUCTION	1.0	0.2239229134973466	1.9083779232014948
GOBP_URETERIC_BUD_FORMATION	1.0	0.22304288474926987	1.9080792539009304
GOBP_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	1.0	0.22230544158248233	1.9076874688711474
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1.0	0.22157637845168102	1.907233786795366
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1.0	0.22355892184389908	1.9049895789402767
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1.0	0.22434653905718757	1.9035093479166674
GOBP_REGULATION_OF_CELL_ADHESION	1.0	0.22328414667151805	1.9033612737633256
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	1.0	0.22543438375571848	1.9007946197158874
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	1.0	0.2259895226457749	1.8995261285006344
GOBP_FATTY_ACID_METABOLIC_PROCESS	1.0	0.22544533833969999	1.8989414761093795
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1.0	0.2246402918634936	1.8985880536600377
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	1.0	0.2234459566608367	1.8985812141968341
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	1.0	0.22483120490567804	1.8966923574029624
GOBP_SYNAPTIC_SIGNALING	1.0	0.23069041334283372	1.8912818613241065
GOBP_CELLULAR_ION_HOMEOSTASIS	1.0	0.23033799531369265	1.8906399074880245
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	1.0	0.23357986611965578	1.8871350706206524
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.0	0.23250545593432098	1.8870486308420118
GOBP_EMBRYO_DEVELOPMENT	1.0	0.2318535228730104	1.8866224914649936
GOBP_PERISTALSIS	1.0	0.23083135578629127	1.886453973797884
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	1.0	0.23322749436192952	1.8838143663527538
GOBP_FUNGIFORM_PAPILLA_DEVELOPMENT	1.0	0.23725585561884438	1.8799834207919717
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.0	0.23688860324728903	1.8793168827361544
GOBP_DNA_METHYLATION	1.0	0.23721369141699097	1.8782366783878286
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.0	0.24211291352417846	1.8740276171513752
GOBP_LIPID_BIOSYNTHETIC_PROCESS	1.0	0.24217272593207742	1.8731108555358953
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	1.0	0.24647956225746442	1.8691703441169478
GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	1.0	0.247878564792712	1.8673408963522944
GOBP_AROMATIC_AMINO_ACID_TRANSPORT	1.0	0.2479940975132057	1.866311605067412
GOBP_AGGRESSIVE_BEHAVIOR	1.0	0.24738580511411754	1.8658258844246272
GOBP_TRICARBOXYLIC_ACID_CYCLE	1.0	0.2472065341994553	1.865160707407208
GOBP_INTERLEUKIN_18_PRODUCTION	1.0	0.24747399683878227	1.864124315232627
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	1.0	0.2485466227948484	1.8623917501781126
GOBP_ENTRY_INTO_HOST	1.0	0.24742947077291494	1.8623321454966162
GOBP_REGULATION_OF_HORMONE_LEVELS	1.0	0.2463113138808677	1.86221453726969
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1.0	0.24993325619652837	1.8588188326517272
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	1.0	0.24917179353824767	1.8585049670348075
