pathway	freq	padj	stability	overlap
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	8	0.00044995823612508615	0.6153846153846154	0.9957951070336392
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	9	0.0004516225095541309	0.6923076923076923	0.976169198689306
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	9	0.00048442008036174097	0.6923076923076923	0.9840764331210191
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	10	0.000609851799525356	0.7692307692307693	0.9801535087719297
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	10	0.000655837731388792	0.7692307692307693	0.9825282631038027
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	10	0.000834252256325848	0.7692307692307693	0.9810063784549964
GOBP_PHOSPHORYLATION	12	0.000841880603467554	0.9230769230769231	0.9786912424419739
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	10	0.0008549278063768888	0.7692307692307693	0.9866059817945384
GOBP_EMBRYO_DEVELOPMENT	10	0.0010441667259470607	0.7692307692307693	0.9866204162537164
GOBP_BEHAVIOR	8	0.001095058567304442	0.6153846153846154	0.9856046065259118
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	10	0.0011109062158467307	0.7692307692307693	0.9802816901408452
GOBP_EPITHELIAL_CELL_DIFFERENTIATION	10	0.0013231686784923626	0.7692307692307693	0.9888111888111887
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	8	0.001345775466163053	0.6153846153846154	0.9904556650246304
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	10	0.001395671264590398	0.7692307692307693	0.9880410022779044
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	10	0.0015167732408649705	0.7692307692307693	0.9791563275434243
GOBP_RESPONSE_TO_GROWTH_FACTOR	9	0.0015637640341221244	0.6923076923076923	0.9879074658254469
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	10	0.0016104378448652044	0.7692307692307693	0.9818281938325992
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	10	0.0017688928942887685	0.7692307692307693	0.9751830756712774
GOBP_EXPORT_FROM_CELL	9	0.0018723034065042958	0.6923076923076923	0.980952380952381
GOBP_DEFENSE_RESPONSE	4	0.001899607740755658	0.3076923076923077	0.9711668928086838
GOBP_CELL_DIVISION	4	0.001911130530811905	0.3076923076923077	0.98301393728223
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	10	0.001947833751470224	0.7692307692307693	0.9768137621540763
GOBP_BLOOD_VESSEL_MORPHOGENESIS	8	0.002065158616171419	0.6153846153846154	0.9820219966159053
GOBP_CIRCULATORY_SYSTEM_PROCESS	8	0.0021566924401059616	0.6153846153846154	0.9841743119266055
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	9	0.002160144298809284	0.6923076923076923	0.98303647158609
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	10	0.0022477616489145007	0.7692307692307693	0.9732796486090776
GOBP_CELL_SUBSTRATE_ADHESION	8	0.002269225363093067	0.6153846153846154	0.9903295128939829
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	8	0.002317633444939395	0.6153846153846154	0.9858539094650206
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	8	0.002361763641842349	0.6153846153846154	0.9967105263157895
GOBP_EMBRYONIC_MORPHOGENESIS	10	0.002407072087724945	0.7692307692307693	0.989208633093525
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	10	0.002465891318308202	0.7692307692307693	0.9828947368421053
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	8	0.002505924010131434	0.6153846153846154	0.9845261121856866
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	4	0.002545353910278258	0.3076923076923077	0.9857630979498861
GOBP_HOMEOSTATIC_PROCESS	9	0.002712549555327989	0.6923076923076923	0.9740286298568507
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	12	0.002719106187533254	0.9230769230769231	0.9765157984628523
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	10	0.0027765821503270274	0.7692307692307693	0.9772978959025471
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	9	0.002805124021707421	0.6923076923076923	0.9850688384719799
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	10	0.0028416492458035497	0.7692307692307693	0.9706666666666666
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	10	0.002868040725676239	0.7692307692307693	0.977254509018036
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	11	0.0029516049073143075	0.8461538461538461	0.9771757403336352
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	8	0.0030104386292252342	0.6153846153846154	0.9918879056047197
GOBP_ACTIN_FILAMENT_BASED_PROCESS	9	0.0031812872243191497	0.6923076923076923	0.9846042120551926
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	8	0.0031900947784752717	0.6153846153846154	0.9924749163879598
GOBP_CELL_CYCLE	11	0.0032189604359384514	0.8461538461538461	0.9771312124985848
GOBP_REGIONALIZATION	8	0.0032387347512282307	0.6153846153846154	0.9921617161716171
GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	9	0.003318631433585022	0.6923076923076923	0.9891901470848838
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	4	0.0033530489088907803	0.3076923076923077	0.9978991596638656
GOBP_CELL_MIGRATION	9	0.0034089276806046004	0.6923076923076923	0.9755997707361009
GOBP_PATTERN_SPECIFICATION_PROCESS	8	0.0034103129648446837	0.6153846153846154	0.9874999999999999
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	10	0.003482032815024568	0.7692307692307693	0.9747058823529411
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	10	0.0035002779153184204	0.7692307692307693	0.9780944625407166
GOBP_ION_TRANSMEMBRANE_TRANSPORT	10	0.0035376263573785602	0.7692307692307693	0.9778697001034125
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	8	0.003580211926529175	0.6153846153846154	0.9779326364692218
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	10	0.003613896357589358	0.7692307692307693	0.9824041811846691
GOBP_LOCOMOTION	9	0.0036228834486190012	0.6923076923076923	0.9745439967929447
GOBP_NEUROGENESIS	12	0.0036594660044822736	0.9230769230769231	0.9807605506657638
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	4	0.003751864614432416	0.3076923076923077	0.9925925925925926
GOBP_HEAD_DEVELOPMENT	9	0.0037942534452030524	0.6923076923076923	0.9842841426999842
GOBP_ION_TRANSPORT	9	0.003856830248038181	0.6923076923076923	0.9761785773779776
GOBP_REGULATION_OF_CELL_ACTIVATION	4	0.0038601331167308667	0.3076923076923077	0.9814082278481012
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	10	0.003932066063533026	0.7692307692307693	0.9828859060402685
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	10	0.00416461601640443	0.7692307692307693	0.9792527040314651
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	8	0.004210484256722877	0.6153846153846154	0.9785511363636363
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	9	0.004359049595844348	0.6923076923076923	0.983838383838384
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	9	0.004364426052909888	0.6923076923076923	0.9820958399157451
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	3	0.004367759335666653	0.23076923076923078	0.9876543209876543
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	10	0.004593117033543269	0.7692307692307693	0.9843687374749498
GOBP_MULTI_ORGANISM_REPRODUCTIVE_PROCESS	8	0.004654541844799718	0.6153846153846154	0.9777980535279804
GOBP_METAL_ION_TRANSPORT	10	0.004726023781395045	0.7692307692307693	0.980229591836735
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	10	0.004771967839572094	0.7692307692307693	0.9972
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	5	0.005097928021097878	0.38461538461538464	0.985897435897436
GOBP_REGULATION_OF_ION_TRANSPORT	9	0.005261214622881512	0.6923076923076923	0.9821696696696696
GOBP_POSITIVE_REGULATION_OF_SIGNALING	10	0.005293898002894171	0.7692307692307693	0.9747238466536713
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	12	0.005305011036061853	0.9230769230769231	0.9740445859872612
GOBP_LOCOMOTORY_BEHAVIOR	4	0.005425107723187615	0.3076923076923077	1.0
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	4	0.005425107723187615	0.3076923076923077	1.0
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	8	0.005509035638751006	0.6153846153846154	0.9886039886039888
GOBP_ORGANELLE_LOCALIZATION	4	0.005658752580986682	0.3076923076923077	0.9815175097276264
GOBP_SENSORY_ORGAN_DEVELOPMENT	9	0.00572709188423928	0.6923076923076923	0.984776187230175
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	10	0.005924346111961841	0.7692307692307693	0.9778301886792453
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	9	0.005948756086756663	0.6923076923076923	0.9923786602486965
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	8	0.006058620452747406	0.6153846153846154	0.9827981651376148
GOBP_NEURON_DEVELOPMENT	12	0.006124435722533426	0.9230769230769231	0.9810493214167494
GOBP_NEURON_DIFFERENTIATION	12	0.006126828677837901	0.9230769230769231	0.9808006535947712
GOBP_TISSUE_MORPHOGENESIS	10	0.006192273493597676	0.7692307692307693	0.9849915682967959
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	4	0.006239432041269198	0.3076923076923077	0.9876093294460642
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	10	0.006273037472950766	0.7692307692307693	0.9711793440334962
GOBP_MITOTIC_CELL_CYCLE	5	0.006289136647503875	0.38461538461538464	0.9816666666666667
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	10	0.006586645132279215	0.7692307692307693	0.9831739961759082
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	9	0.006875547395575021	0.6923076923076923	0.9840962819686224
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	11	0.006895574039345234	0.8461538461538461	0.9781496638409823
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	9	0.00697007047757282	0.6923076923076923	0.9765130984643178
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	9	0.006980642163851668	0.6923076923076923	0.9926951172625914
GOBP_SKELETAL_SYSTEM_DEVELOPMENT	9	0.007011017073330356	0.6923076923076923	0.9902979902979904
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	8	0.007023806329376809	0.6153846153846154	0.9947478991596639
GOBP_CATION_TRANSPORT	10	0.007073526509032484	0.7692307692307693	0.975440313111546
GOBP_SECRETION	9	0.007107723723217619	0.6923076923076923	0.977061787324317
GOBP_PROGRAMMED_CELL_DEATH	10	0.007120835924729521	0.7692307692307693	0.9715193529751588
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	4	0.007124064814694418	0.3076923076923077	0.9864130434782609
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	6	0.007218461930976402	0.46153846153846156	0.9813374805598757
GOBP_CELL_MORPHOGENESIS	12	0.007272732090297998	0.9230769230769231	0.9818725800774377
GOBP_CELL_CELL_SIGNALING	10	0.007280285553560173	0.7692307692307693	0.9786805555555557
GOBP_AXON_DEVELOPMENT	9	0.007309450038598513	0.6923076923076923	0.9850523168908819
GOBP_DEVELOPMENTAL_GROWTH	8	0.007343424842771767	0.6153846153846154	0.9820811744386874
GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	11	0.0073549683298527934	0.8461538461538461	0.9812482188657738
GOBP_TISSUE_MIGRATION	8	0.007401828164518761	0.6153846153846154	0.9902871621621622
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	8	0.007505367505874298	0.6153846153846154	0.9774368231046932
GOBP_REGULATION_OF_NEUROGENESIS	9	0.007553189440696146	0.6923076923076923	0.9899295065458207
GOBP_CELL_PART_MORPHOGENESIS	10	0.007897142202979669	0.7692307692307693	0.9827922077922077
GOBP_NITROGEN_COMPOUND_TRANSPORT	12	0.007910258152078483	0.9230769230769231	0.9739946380697052
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	10	0.007945192470432075	0.7692307692307693	0.9821383647798742
GOBP_SIGNAL_RELEASE	9	0.007969473734694192	0.6923076923076923	0.9867531765341985
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	9	0.007970894660270471	0.6923076923076923	0.9778985507246377
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	6	0.00797341415903905	0.46153846153846156	0.9863834422657952
GOBP_FOREBRAIN_DEVELOPMENT	8	0.008029726235449725	0.6153846153846154	0.9884969325153374
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	12	0.008176635371916686	0.9230769230769231	0.9733375156838142
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	10	0.008192057834487003	0.7692307692307693	0.9874345549738222
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	10	0.008261431683902951	0.7692307692307693	0.9773249738766981
GOBP_LIPID_METABOLIC_PROCESS	10	0.008283194451162504	0.7692307692307693	0.976475279106858
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	9	0.008454615321552955	0.6923076923076923	0.9848783694937543
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	4	0.00850409159772685	0.3076923076923077	0.9840294840294841
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	9	0.00861987942444812	0.6923076923076923	0.9864433811802231
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	11	0.008663332325872049	0.8461538461538461	0.9790139296187683
GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	9	0.008817234297231675	0.6923076923076923	0.9837872892347601
GOBP_TUBE_DEVELOPMENT	10	0.009228677743257464	0.7692307692307693	0.981287726358149
GOBP_SYNAPTIC_SIGNALING	9	0.009307244647245312	0.6923076923076923	0.9893503727369541
GOBP_INTRACELLULAR_TRANSPORT	12	0.009330226280468661	0.9230769230769231	0.9738258877434135
GOBP_REGENERATION	1	0.009658873123946442	0.07692307692307693	1.0
GOBP_PROTEIN_POLYUBIQUITINATION	4	0.009771600027865578	0.3076923076923077	0.9934782608695653
GOBP_REGULATION_OF_CATABOLIC_PROCESS	11	0.009885584493432855	0.8461538461538461	0.9792802617230097
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	7	0.009909858433138439	0.5384615384615384	0.9738579350409295
GOBP_REGULATION_OF_CELL_ADHESION	11	0.009994976731980697	0.8461538461538461	0.9820994757703619
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	8	0.01003430518321708	0.6153846153846154	0.9877645502645503
GOBP_GROWTH	10	0.010135027810274411	0.7692307692307693	0.9751152073732718
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	1	0.010137221702184618	0.07692307692307693	0.981203007518797
GOBP_CARTILAGE_DEVELOPMENT	4	0.01018062554734169	0.3076923076923077	0.9985714285714286
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	6	0.010333336286576662	0.46153846153846156	0.9737913486005089
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	10	0.010370989734866465	0.7692307692307693	0.9759023354564755
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	10	0.010383737991741911	0.7692307692307693	0.9756497948016417
GOBP_CYTOSKELETON_ORGANIZATION	10	0.010496048702423074	0.7692307692307693	0.9782512858192508
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	10	0.010645223159992308	0.7692307692307693	0.9818830242510698
GOBP_MESENCHYME_DEVELOPMENT	8	0.010645865431077121	0.6153846153846154	0.9904545454545456
GOBP_VESICLE_MEDIATED_TRANSPORT	8	0.010656514945414954	0.6153846153846154	0.9736531986531988
GOBP_MUSCLE_TISSUE_DEVELOPMENT	8	0.010707174782510858	0.6153846153846154	0.9888268156424581
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	6	0.010729976695526436	0.46153846153846156	0.9793064876957495
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	10	0.010748898930287566	0.7692307692307693	0.9897755610972568
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	8	0.010773179447204715	0.6153846153846154	0.9780027932960894
GOBP_REGULATION_OF_IMMUNE_RESPONSE	4	0.010825688559859667	0.3076923076923077	0.9754299754299756
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	10	0.010918988182716777	0.7692307692307693	0.9782874617737003
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	10	0.0110014154085719	0.7692307692307693	0.9874485596707819
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	9	0.011224444716876428	0.6923076923076923	0.9777107424166247
GOBP_RESPONSE_TO_HORMONE	9	0.011269092027710833	0.6923076923076923	0.9777777777777776
GOBP_RESPONSE_TO_CARBOHYDRATE	4	0.011313616120266509	0.3076923076923077	0.9949748743718593
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	6	0.01136627418416767	0.46153846153846156	0.9897959183673469
GOBP_REGULATION_OF_CELL_DEATH	9	0.011396780486978278	0.6923076923076923	0.9713758079409048
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	5	0.011410784709978097	0.38461538461538464	0.9892744479495267
GOBP_LIPID_MODIFICATION	10	0.011422509930186179	0.7692307692307693	0.9965517241379309
GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	8	0.011529092339831707	0.6153846153846154	0.9808484349258648
GOBP_CELL_ACTIVATION	4	0.011542500959285858	0.3076923076923077	0.9734251968503937
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	12	0.011567930945393679	0.9230769230769231	0.9734299516908212
GOBP_CATION_TRANSMEMBRANE_TRANSPORT	10	0.011603396566409272	0.7692307692307693	0.9771794871794871
GOBP_DNA_METABOLIC_PROCESS	6	0.011610514882725825	0.46153846153846156	0.978391356542617
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	8	0.01162406589609459	0.6153846153846154	0.9941489361702127
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	7	0.011691103218906007	0.5384615384615384	0.975915539425932
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	10	0.01170107104541623	0.7692307692307693	0.9834405144694534
GOBP_CELLULAR_RESPONSE_TO_STRESS	12	0.011736506518733836	0.9230769230769231	0.9732740485752535
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	10	0.011762589434615752	0.7692307692307693	0.980414746543779
GOBP_MRNA_METABOLIC_PROCESS	5	0.011825321153093942	0.38461538461538464	0.9798165137614678
GOBP_CELL_PROJECTION_ORGANIZATION	12	0.012120025289160579	0.9230769230769231	0.9782992237120679
GOBP_REGULATION_OF_CELL_DEVELOPMENT	10	0.012153071016478499	0.7692307692307693	0.9856832971800434
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	8	0.012210179417799918	0.6153846153846154	0.9849585062240664
GOBP_HEART_DEVELOPMENT	10	0.012279672797374339	0.7692307692307693	0.9898523985239853
GOBP_CELL_CELL_ADHESION	10	0.012483917817869802	0.7692307692307693	0.981630309988519
GOBP_GOLGI_ORGANIZATION	4	0.012667986054938813	0.3076923076923077	1.0
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	5	0.012781877665922713	0.38461538461538464	0.989071038251366
GOBP_NERVOUS_SYSTEM_PROCESS	10	0.01280546193048302	0.7692307692307693	0.980561797752809
GOBP_BIOLOGICAL_ADHESION	12	0.012810010198535046	0.9230769230769231	0.9782250470809792
GOBP_ENDOCYTOSIS	4	0.012909017206070166	0.3076923076923077	0.9789950576606261
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	7	0.012917130379272241	0.5384615384615384	0.9873817034700315
GOBP_PROTEIN_AUTOPHOSPHORYLATION	9	0.012936859175208417	0.6923076923076923	0.9944444444444444
GOBP_MUSCLE_CELL_DIFFERENTIATION	7	0.012960018084381379	0.5384615384615384	0.9868197278911566
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	7	0.013588390681116235	0.5384615384615384	0.9798055347793567
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	6	0.013686019521800312	0.46153846153846156	1.0
GOBP_EPIDERMIS_DEVELOPMENT	9	0.013853770522500853	0.6923076923076923	0.9906389906389906
GOBP_INFLAMMATORY_RESPONSE	4	0.013949205044369788	0.3076923076923077	0.9760225669957687
GOBP_ORGANELLE_FISSION	4	0.014132117945597822	0.3076923076923077	0.9811529933481153
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	4	0.014264047016289439	0.3076923076923077	0.9678456591639871
GOBP_MICROTUBULE_BASED_PROCESS	7	0.014292434004084474	0.5384615384615384	0.9763057765479074
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	5	0.014682673114759653	0.38461538461538464	0.9863207547169811
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	8	0.015148993917368358	0.6153846153846154	0.9744558645707375
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	8	0.015294614258213851	0.6153846153846154	0.9909695817490494
GOBP_DENDRITE_DEVELOPMENT	4	0.015365459043122209	0.3076923076923077	0.9930875576036866
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	2	0.015462823564630572	0.15384615384615385	0.9892086330935251
GOBP_HEART_MORPHOGENESIS	7	0.015495968000778878	0.5384615384615384	0.991701244813278
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	1	0.01552643007336873	0.07692307692307693	0.9859550561797753
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	10	0.01575506994222211	0.7692307692307693	0.9785619174434089
GOBP_SYNAPSE_ORGANIZATION	9	0.015804094537678157	0.6923076923076923	0.9881556683587139
GOBP_ANION_TRANSPORT	8	0.01587858178938256	0.6153846153846154	0.9831235697940504
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	9	0.01601783408121216	0.6923076923076923	0.9864084267753994
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	3	0.016019343588197153	0.23076923076923078	0.9744195198740654
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	4	0.01603623762386095	0.3076923076923077	0.9947368421052631
GOBP_CHROMOSOME_SEGREGATION	2	0.016050888386508647	0.15384615384615385	0.9860248447204969
GOBP_CELL_CELL_SIGNALING_BY_WNT	8	0.016059578983259125	0.6153846153846154	0.983235294117647
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION	12	0.016275503301280202	0.9230769230769231	0.9780982905982905
GOBP_GOLGI_VESICLE_TRANSPORT	4	0.01652534404719515	0.3076923076923077	0.9878048780487805
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	8	0.016689157676529755	0.6153846153846154	0.9959893048128341
GOBP_CELL_JUNCTION_ORGANIZATION	12	0.016727095786136594	0.9230769230769231	0.9876543209876542
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	9	0.01695126941356544	0.6923076923076923	0.9835140018066847
GOBP_PROTEOLYSIS	11	0.0169620253952084	0.8461538461538461	0.9732820106419111
GOBP_CELL_CYCLE_PHASE_TRANSITION	5	0.016981827004595506	0.38461538461538464	0.982340862422998
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	10	0.016992176749796993	0.7692307692307693	0.9841121495327103
GOBP_SKIN_DEVELOPMENT	10	0.017056463483669532	0.7692307692307693	0.9938325991189428
